workerid,rt,trial_type,actual_utterance,name,refexp,gender,num_objects,object,effect,actual_cause,object_level,targetpos,stimtype,slider_id,quantifier,actual_effect_question,cause,response,other_gender,slide_number_in_experiment,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
14,12785,cause_effect_prior,"""None of the books burnt.""",Ryan,NA,M,15,books,burnt,Ryan threw  15 books  into a fire.,object_mid,NA,NA,upper_half,None,How many books burnt?,threw __ into a fire,0,M,10,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,12785,cause_effect_prior,"""None of the books burnt.""",Ryan,NA,M,15,books,burnt,Ryan threw  15 books  into a fire.,object_mid,NA,NA,all,None,How many books burnt?,threw __ into a fire,0,M,10,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,11656,cause_effect_prior,"""Some of the books ripped.""",Carolyn,NA,F,15,books,ripped,Carolyn used  15 books  as dog toys.,object_high,NA,NA,none,Some,How many books ripped?,used __ as dog toys,0.09,M,11,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,11656,cause_effect_prior,"""Some of the books ripped.""",Carolyn,NA,F,15,books,ripped,Carolyn used  15 books  as dog toys.,object_high,NA,NA,lower_half,Some,How many books ripped?,used __ as dog toys,1,M,11,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,11656,cause_effect_prior,"""Some of the books ripped.""",Carolyn,NA,F,15,books,ripped,Carolyn used  15 books  as dog toys.,object_high,NA,NA,upper_half,Some,How many books ripped?,used __ as dog toys,1,M,11,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,11656,cause_effect_prior,"""Some of the books ripped.""",Carolyn,NA,F,15,books,ripped,Carolyn used  15 books  as dog toys.,object_high,NA,NA,all,Some,How many books ripped?,used __ as dog toys,0.66,M,11,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8224,cause_effect_prior,"""All of the card towers fell down.""",Samantha,NA,F,15,card towers,fell down,Samantha punched  15 card towers.,object_high,NA,NA,none,All,How many card towers fell down?,punched __,0,M,12,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8224,cause_effect_prior,"""All of the card towers fell down.""",Samantha,NA,F,15,card towers,fell down,Samantha punched  15 card towers.,object_high,NA,NA,lower_half,All,How many card towers fell down?,punched __,0.11,M,12,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8224,cause_effect_prior,"""All of the card towers fell down.""",Samantha,NA,F,15,card towers,fell down,Samantha punched  15 card towers.,object_high,NA,NA,upper_half,All,How many card towers fell down?,punched __,0.82,M,12,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8224,cause_effect_prior,"""All of the card towers fell down.""",Samantha,NA,F,15,card towers,fell down,Samantha punched  15 card towers.,object_high,NA,NA,all,All,How many card towers fell down?,punched __,1,M,12,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7886,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Andrew,NA,M,15,cakes,stuck to the wall,Andrew threw  15 cakes  against a wall.,object_mid,NA,NA,none,Some,How many cakes stuck to the wall?,threw __ against a wall,0,M,13,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7886,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Andrew,NA,M,15,cakes,stuck to the wall,Andrew threw  15 cakes  against a wall.,object_mid,NA,NA,lower_half,Some,How many cakes stuck to the wall?,threw __ against a wall,1,M,13,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7886,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Andrew,NA,M,15,cakes,stuck to the wall,Andrew threw  15 cakes  against a wall.,object_mid,NA,NA,upper_half,Some,How many cakes stuck to the wall?,threw __ against a wall,1,M,13,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7886,cause_effect_prior,"""Some of the cakes stuck to the wall.""",Andrew,NA,M,15,cakes,stuck to the wall,Andrew threw  15 cakes  against a wall.,object_mid,NA,NA,all,Some,How many cakes stuck to the wall?,threw __ against a wall,0.29,M,13,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8048,cause_effect_prior,"""None of the coins landed flat.""",Amy,NA,F,15,coins,landed flat,Amy tossed  15 coins.,object_high,NA,NA,none,None,How many coins landed flat?,tossed __,1,M,14,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8048,cause_effect_prior,"""None of the coins landed flat.""",Amy,NA,F,15,coins,landed flat,Amy tossed  15 coins.,object_high,NA,NA,lower_half,None,How many coins landed flat?,tossed __,0.52,M,14,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8048,cause_effect_prior,"""None of the coins landed flat.""",Amy,NA,F,15,coins,landed flat,Amy tossed  15 coins.,object_high,NA,NA,upper_half,None,How many coins landed flat?,tossed __,0,M,14,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8048,cause_effect_prior,"""None of the coins landed flat.""",Amy,NA,F,15,coins,landed flat,Amy tossed  15 coins.,object_high,NA,NA,all,None,How many coins landed flat?,tossed __,0,M,14,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7422,cause_effect_prior,"""All of the butterflies ate the seeds.""",Anna,NA,F,15,butterflies,ate the seeds,Anna left seeds out for  15 butterflies.,object_mid,NA,NA,none,All,How many butterflies ate the seeds?,left seeds out for __,0,M,15,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7422,cause_effect_prior,"""All of the butterflies ate the seeds.""",Anna,NA,F,15,butterflies,ate the seeds,Anna left seeds out for  15 butterflies.,object_mid,NA,NA,lower_half,All,How many butterflies ate the seeds?,left seeds out for __,0.09,M,15,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7422,cause_effect_prior,"""All of the butterflies ate the seeds.""",Anna,NA,F,15,butterflies,ate the seeds,Anna left seeds out for  15 butterflies.,object_mid,NA,NA,upper_half,All,How many butterflies ate the seeds?,left seeds out for __,0.32,M,15,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,7422,cause_effect_prior,"""All of the butterflies ate the seeds.""",Anna,NA,F,15,butterflies,ate the seeds,Anna left seeds out for  15 butterflies.,object_mid,NA,NA,all,All,How many butterflies ate the seeds?,left seeds out for __,1,M,15,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,12508,cause_effect_prior,"""Pretty normal.""",Sandra,NA,F,15,oreos,dissolved,Sandra put  15 oreos  in a bucket of water.,object_mid,NA,NA,none,short_filler,How many oreos dissolved?,put __ in a bucket of water,0.17,M,16,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,12508,cause_effect_prior,"""Pretty normal.""",Sandra,NA,F,15,oreos,dissolved,Sandra put  15 oreos  in a bucket of water.,object_mid,NA,NA,lower_half,short_filler,How many oreos dissolved?,put __ in a bucket of water,0.66,M,16,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,12508,cause_effect_prior,"""Pretty normal.""",Sandra,NA,F,15,oreos,dissolved,Sandra put  15 oreos  in a bucket of water.,object_mid,NA,NA,upper_half,short_filler,How many oreos dissolved?,put __ in a bucket of water,0.56,M,16,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,12508,cause_effect_prior,"""Pretty normal.""",Sandra,NA,F,15,oreos,dissolved,Sandra put  15 oreos  in a bucket of water.,object_mid,NA,NA,all,short_filler,How many oreos dissolved?,put __ in a bucket of water,0.51,M,16,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8084,cause_effect_prior,"""Some of the candles exploded.""",Gary,NA,M,15,candles,exploded,Gary lit  15 candles.,object_low,NA,NA,none,Some,How many candles exploded?,lit __,0,M,17,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
14,8084,cause_effect_prior,"""Some of the candles exploded.""",Gary,NA,M,15,candles,exploded,Gary lit  15 candles.,object_low,NA,NA,lower_half,Some,How many candles exploded?,lit __,1,M,17,English,2,Female,26,,Yes,3,Mac,900,1440,Firefox,3MG8450X2N9X86GFFAWG9YPNB5GUPU,3P23GFB3B7NTC1D232T7OU92V01DB6,Language study,A 10-minute experiment where you answer some questions about events,language experiment study communication stanford fun cognitive science,$0.70,Tue Feb 17 06:26:22 PST 2015,60,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 19 07:26:22 PDT 2015,https://requester.mturk.com/mturk/manageHIT?HITId=3MG8450X2N9X86GFFAWG9YPNB5GUPU,324G5B4FB37V8YYTBJTH8P6GNK070S,14,Submitted,Tue Feb 17 23:12:15 PST 2015,Tue Feb 17 06:27:03 PST 2015,Tue Feb 17 06:32:15 PST 2015,,,,,,[],{},5.153666666666667
