workerid,Item,response
39,were green clovers,9
39,ate the seeds butterflies,9
39,blew away backpacks,8
39,got stained white carpets,9
39,laughed comedians,11
39,decomposed banana peels,12
39,reflected the sunlight phone screens,8
39,popped balloons,10
39,had the letter Z in them birthday cards,10
39,landed flat coins,6
39,ran out of batteries bike lights,9
39,flashed webcams,9
39,fell down block towers,8
39,froze chocolate bars,6
39,stuck to the wall baseballs,9
39,burnt books,11
39,ripped shirts,8
39,dissolved oreos,8
39,exploded CDs,6
39,honked bus drivers,10
39,melted pencils,10
39,sank marbles,10
39,rhymed poems,10
40,laughed comedians,9
40,ripped books,11
40,exploded CDs,11
40,landed flat pancakes,13
40,stuck to the wall baseballs,9
40,blew away backpacks,11
40,melted pencils,13
40,broke logs,10
40,decomposed soda cans,13
40,stuck stickers,12
40,reflected the sunlight mirrors,12
40,beeped new cars,13
40,dissolved carrots,13
40,flashed cameras,12
40,had the letter Z in them love notes,11
40,sank balloons,10
40,ate the seeds dogs,3
40,lit up cd-players,12
40,were green strawberries,6
40,exploded fireworks,14
40,popped balloons,15
40,honked bus drivers,13
40,fell down shelves,12
40,got stained white tablecloths,13
40,froze bottles of hand soap,9
40,stopped motorcycles,15
40,rolled shopping carts,15
40,ran out of batteries bike lights,14
40,rhymed poems,9
40,burnt books,15
41,stuck stickers,15
41,froze berries,15
41,rolled shopping carts,15
41,flashed phones,15
41,exploded candles,0
41,lit up cd-players,15
41,stopped cars,15
41,rhymed limericks,10
41,stuck to the wall cakes,5
41,reflected the sunlight diamonds,15
41,fell down block towers,15
41,honked taxi drivers,7
41,popped bubbles,15
41,exploded balls of tin foil,15
41,burnt rocks,15
41,melted ice cubes,15
41,ripped shoes,11
41,were green strawberries,0
41,broke logs,6
41,got stained white carpets,15
41,ate the seeds birds,9
41,blew away backpacks,0
41,laughed kids,8
41,decomposed pinecones,0
41,beeped old cars,0
41,dissolved sugar cubes,15
41,had the letter Z in them love notes,0
41,sank cups,0
41,landed flat notebooks,15
41,ran out of batteries bike lights,0
42,reflected the sunlight diamonds,15
42,burnt books,15
42,rolled shopping carts,15
42,blew away napkins,15
42,exploded gas tanks,15
42,dissolved carrots,0
42,landed flat coins,15
42,got stained white tablecloths,15
42,sank cups,0
42,honked bus drivers,15
42,decomposed banana peels,15
42,stopped cars,15
42,exploded balls of tin foil,15
42,fell down block towers,15
42,stuck to the wall baseballs,0
42,stuck stickers,15
42,rhymed limericks,15
42,lit up cd-players,15
42,popped eggs,15
42,broke logs,10
42,had the letter Z in them novels,15
42,laughed comedians,15
42,beeped old cars,0
42,ran out of batteries bike lights,15
42,flashed phones,15
42,ate the seeds butterflies,15
42,ripped books,15
42,melted crayons,15
42,froze bottles of hand soap,0
42,were green strawberries,7
43,reflected the sunlight diamonds,15
43,melted ice cubes,15
43,exploded eggs,15
43,burnt rocks,15
43,rhymed poems,15
43,froze berries,15
43,rolled wheelchairs,15
43,lit up flashlights,14
43,sank cups,15
43,exploded gas tanks,15
43,got stained white carpets,15
43,stuck to the wall baseballs,0
43,popped balloons,15
43,ran out of batteries bike lights,15
43,ripped books,13
43,dissolved oreos,15
43,decomposed pinecones,15
43,ate the seeds dogs,13
43,blew away hats,3
43,stopped bicycles,15
43,beeped houses,6
43,fell down card towers,15
43,landed flat notebooks,14
43,flashed cameras,10
43,had the letter Z in them love notes,2
43,laughed kids,12
43,broke logs,7
43,were green clovers,15
43,stuck sequins,15
43,honked taxi drivers,12
44,froze chocolate bars,15
44,exploded fireworks,13
44,melted ice cubes,15
44,honked bicyclists,0
44,flashed cameras,9
44,exploded CDs,0
44,laughed kids,5
44,fell down card towers,15
44,were green strawberries,0
44,got stained white shirts,15
44,dissolved carrots,0
44,reflected the sunlight mirrors,15
44,stuck beads,13
44,ate the seeds birds,15
44,decomposed soda cans,0
44,stuck to the wall baseballs,0
44,had the letter Z in them novels,15
44,stopped motorcycles,15
44,rolled toy cars,11
44,ran out of batteries phones,9
44,popped eggs,0
44,landed flat pancakes,12
44,broke logs,0
44,ripped shoes,10
44,beeped old cars,0
44,rhymed limericks,15
44,burnt books,15
44,blew away backpacks,3
44,lit up cd-players,12
44,sank balloons,0
45,exploded candles,0
45,broke boxes,12
45,rhymed limericks,9
45,rolled wheelchairs,15
45,froze berries,15
45,burnt matches,15
45,ate the seeds butterflies,9
45,lit up flashlights,10
45,stuck to the wall baseballs,0
45,melted ice cubes,15
45,got stained white shirts,15
45,flashed webcams,5
45,decomposed banana peels,10
45,sank cups,0
45,ripped shoes,10
45,stuck stickers,15
45,blew away napkins,15
45,exploded CDs,0
45,were green strawberries,3
45,stopped motorcycles,15
45,honked taxi drivers,13
45,laughed lawyers,12
45,fell down shelves,6
45,beeped new cars,12
45,dissolved oreos,2
45,had the letter Z in them birthday cards,5
45,landed flat notebooks,14
45,ran out of batteries phones,10
45,popped bubbles,15
45,reflected the sunlight mirrors,15
46,laughed kids,8
46,fell down block towers,13
46,exploded eggs,10
46,decomposed soda cans,3
46,rhymed limericks,14
46,flashed phones,9
46,had the letter Z in them birthday cards,7
46,reflected the sunlight mirrors,14
46,exploded gas tanks,11
46,blew away napkins,12
46,stuck stickers,13
46,froze bottles of hand soap,13
46,melted crayons,15
46,sank balloons,12
46,landed flat notebooks,9
46,dissolved carrots,4
46,lit up cd-players,13
46,got stained white shirts,15
46,stuck to the wall pieces of gum,9
46,broke sunglasses,14
46,ran out of batteries phones,10
46,were green strawberries,0
46,stopped bicycles,12
46,honked bus drivers,10
46,ripped shoes,9
46,rolled wheelchairs,7
46,popped eggs,14
46,burnt books,15
46,ate the seeds birds,11
46,beeped houses,7
47,froze berries,15
47,rolled toy cars,15
47,reflected the sunlight mirrors,15
47,burnt books,15
47,exploded CDs,15
47,dissolved carrots,0
47,laughed comedians,5
47,popped balloons,15
47,lit up cd-players,15
47,landed flat coins,15
47,stopped cars,15
47,blew away napkins,15
47,decomposed banana peels,15
47,flashed cameras,15
47,beeped new cars,15
47,ate the seeds birds,15
47,were green bananas,7
47,ripped shoes,7
47,stuck stickers,15
47,got stained white shirts,15
47,fell down block towers,12
47,ran out of batteries bike lights,15
47,stuck to the wall pieces of gum,5
47,melted crayons,13
47,honked bicyclists,5
47,broke sunglasses,15
47,sank balloons,0
47,exploded gas tanks,15
47,rhymed poems,15
47,had the letter Z in them birthday cards,0
48,were green bananas,5
48,stuck to the wall pieces of gum,7
48,sank cups,3
48,broke sunglasses,15
48,froze berries,15
48,burnt rocks,0
48,exploded CDs,11
48,dissolved sugar cubes,15
48,fell down card towers,15
48,ripped shoes,12
48,popped balloons,14
48,decomposed pinecones,11
48,laughed kids,5
48,rhymed songs,11
48,got stained white carpets,15
48,blew away hats,14
48,landed flat notebooks,14
48,reflected the sunlight phone screens,15
48,stuck beads,5
48,melted crayons,12
48,exploded fireworks,13
48,rolled toy cars,11
48,had the letter Z in them love notes,3
48,ate the seeds butterflies,5
48,honked bicyclists,6
48,ran out of batteries laptops,9
48,beeped houses,0
48,lit up computers,15
48,flashed cameras,1
48,stopped motorcycles,14
49,exploded candles,0
49,popped bubbles,15
49,stopped bicycles,15
49,got stained white shirts,15
49,rhymed poems,10
49,decomposed soda cans,9
49,landed flat pancakes,9
49,honked bus drivers,10
49,stuck to the wall cakes,2
49,froze chocolate bars,15
49,ate the seeds dogs,6
49,were green bananas,6
49,blew away napkins,15
49,dissolved carrots,5
49,laughed comedians,9
49,fell down block towers,3
49,burnt books,15
49,reflected the sunlight diamonds,15
49,melted crayons,15
49,ripped shirts,15
49,flashed phones,6
49,rolled shopping carts,12
49,lit up cd-players,9
49,stuck stickers,12
49,broke boxes,15
49,had the letter Z in them novels,2
49,sank balloons,0
49,ran out of batteries phones,15
49,beeped old cars,0
49,exploded balls of tin foil,15
50,were green clovers,15
50,melted pencils,0
50,reflected the sunlight mirrors,15
50,got stained white tablecloths,15
50,exploded CDs,4
50,lit up computers,15
50,stuck stickers,15
50,exploded gas tanks,15
50,dissolved oreos,15
50,blew away napkins,13
50,rhymed limericks,14
50,decomposed soda cans,0
50,froze berries,15
50,rolled shopping carts,8
50,burnt books,15
50,fell down card towers,12
50,landed flat coins,15
50,ripped shoes,8
50,stuck to the wall pieces of gum,0
50,stopped motorcycles,14
50,beeped new cars,15
50,broke logs,8
50,honked bus drivers,5
50,flashed webcams,8
50,ate the seeds dogs,15
50,popped bubbles,15
50,had the letter Z in them birthday cards,2
50,ran out of batteries laptops,15
50,sank balloons,0
50,laughed kids,10
51,popped balloons,15
51,laughed comedians,10
51,honked taxi drivers,15
51,exploded candles,0
51,rhymed limericks,13
51,landed flat pancakes,11
51,melted pencils,0
51,were green strawberries,0
51,stopped bicycles,15
51,ran out of batteries laptops,14
51,burnt rocks,15
51,dissolved oreos,15
51,got stained white carpets,15
51,froze bottles of hand soap,15
51,broke logs,7
51,rolled toy cars,14
51,reflected the sunlight phone screens,15
51,ate the seeds butterflies,15
51,stuck beads,13
51,flashed webcams,10
51,ripped books,11
51,decomposed banana peels,13
51,sank cups,12
51,stuck to the wall cakes,8
51,exploded balls of tin foil,14
51,fell down shelves,11
51,beeped new cars,13
51,lit up cd-players,14
51,had the letter Z in them love notes,2
51,blew away napkins,14
52,were green clovers,15
52,reflected the sunlight phone screens,15
52,stuck stickers,15
52,had the letter Z in them novels,15
52,laughed lawyers,8
52,got stained white carpets,15
52,rolled wheelchairs,15
52,exploded fireworks,15
52,ate the seeds dogs,15
52,stuck to the wall baseballs,0
52,froze bottles of hand soap,15
52,broke logs,0
52,sank marbles,8
52,beeped old cars,2
52,ripped shoes,15
52,melted ice cubes,15
52,fell down card towers,15
52,stopped bicycles,15
52,honked bus drivers,8
52,landed flat notebooks,15
52,flashed phones,15
52,decomposed soda cans,0
52,burnt books,15
52,ran out of batteries phones,8
52,dissolved carrots,0
52,blew away backpacks,1
52,rhymed limericks,15
52,exploded eggs,0
52,popped bubbles,15
52,lit up cd-players,15
54,rhymed limericks,15
54,dissolved carrots,0
54,had the letter Z in them novels,15
54,stopped cars,15
54,blew away napkins,15
54,exploded gas tanks,15
54,ripped shirts,13
54,landed flat coins,15
54,melted ice cubes,15
54,exploded CDs,3
54,honked taxi drivers,7
54,laughed comedians,5
54,decomposed banana peels,15
54,stuck to the wall baseballs,0
54,fell down shelves,4
54,got stained white tablecloths,15
54,ran out of batteries phones,15
54,lit up flashlights,11
54,popped eggs,0
54,rolled shopping carts,14
54,burnt rocks,0
54,were green bananas,2
54,stuck beads,13
54,flashed phones,5
54,reflected the sunlight diamonds,15
54,froze bottles of hand soap,15
54,sank marbles,15
54,broke logs,9
54,ate the seeds birds,7
54,beeped houses,0
55,popped balloons,15
55,lit up computers,13
55,rhymed songs,12
55,burnt rocks,8
55,blew away napkins,15
55,broke boxes,13
55,laughed kids,11
55,rolled wheelchairs,15
55,exploded CDs,14
55,dissolved oreos,11
55,honked taxi drivers,11
55,stuck to the wall baseballs,0
55,were green bananas,6
55,ate the seeds butterflies,15
55,landed flat coins,15
55,ripped shirts,14
55,reflected the sunlight diamonds,15
55,froze chocolate bars,15
55,fell down card towers,15
55,flashed cameras,8
55,stopped cars,15
55,exploded gas tanks,15
55,got stained white shirts,15
55,beeped old cars,8
55,sank marbles,15
55,ran out of batteries phones,15
55,decomposed soda cans,0
55,stuck stickers,15
55,had the letter Z in them birthday cards,8
55,melted pencils,6
56,froze berries,15
56,melted ice cubes,15
56,landed flat coins,15
56,rolled wheelchairs,15
56,reflected the sunlight diamonds,15
56,got stained white carpets,15
56,blew away backpacks,0
56,burnt books,15
56,were green clovers,15
56,exploded eggs,9
56,sank balloons,0
56,ripped shirts,15
56,dissolved sugar cubes,15
56,had the letter Z in them novels,15
56,fell down block towers,15
56,decomposed pinecones,0
56,exploded gas tanks,15
56,honked taxi drivers,13
56,broke sunglasses,15
56,stopped motorcycles,15
56,lit up computers,15
56,stuck to the wall cakes,1
56,flashed phones,10
56,beeped new cars,12
56,rhymed limericks,15
56,ate the seeds dogs,0
56,popped eggs,15
56,laughed comedians,5
56,stuck stickers,15
56,ran out of batteries phones,6
57,popped balloons,15
57,burnt books,15
57,exploded fireworks,15
57,landed flat coins,15
57,sank balloons,0
57,honked taxi drivers,12
57,rolled wheelchairs,15
57,stopped bicycles,14
57,lit up flashlights,10
57,melted pencils,0
57,fell down block towers,12
57,flashed webcams,3
57,ran out of batteries bike lights,15
57,laughed comedians,9
57,beeped old cars,12
58,exploded fireworks,15
58,stopped cars,15
58,fell down shelves,0
58,honked bicyclists,15
58,blew away napkins,15
58,were green strawberries,0
58,popped eggs,0
58,burnt rocks,15
58,froze bottles of hand soap,15
58,rolled toy cars,15
58,decomposed banana peels,15
58,dissolved sugar cubes,15
58,exploded balls of tin foil,15
58,had the letter Z in them novels,15
58,broke boxes,15
58,rhymed poems,15
58,ripped shoes,13
58,landed flat notebooks,15
58,lit up flashlights,15
58,stuck to the wall cakes,0
58,stuck stickers,15
58,got stained white tablecloths,15
58,laughed comedians,15
58,melted pencils,0
58,ate the seeds birds,15
58,flashed webcams,0
58,reflected the sunlight phone screens,15
58,ran out of batteries phones,3
58,beeped new cars,0
58,sank cups,15
59,rolled wheelchairs,15
59,ripped books,15
59,reflected the sunlight diamonds,15
59,honked taxi drivers,12
59,dissolved sugar cubes,15
59,stuck to the wall baseballs,0
59,got stained white tablecloths,15
59,laughed lawyers,9
59,lit up computers,15
59,stuck beads,15
59,stopped cars,15
59,exploded balls of tin foil,15
59,froze bottles of hand soap,15
59,burnt books,15
59,landed flat pancakes,15
59,broke boxes,10
59,fell down block towers,15
59,ate the seeds dogs,2
59,rhymed poems,9
59,were green strawberries,7
59,ran out of batteries phones,9
59,melted pencils,0
59,decomposed pinecones,12
59,sank cups,1
59,blew away hats,9
59,beeped new cars,15
59,had the letter Z in them birthday cards,6
59,popped eggs,0
59,flashed webcams,5
59,exploded fireworks,10
120,exploded CDs,9
120,popped bubbles,11
120,exploded fireworks,10
120,had the letter Z in them love notes,12
120,laughed kids,9
120,beeped old cars,10
120,ran out of batteries bike lights,11
120,fell down shelves,5
120,honked bus drivers,11
120,ripped shoes,8
120,flashed phones,10
120,stuck stickers,11
120,reflected the sunlight mirrors,12
120,stopped cars,7
120,landed flat coins,6
120,decomposed pinecones,9
120,melted crayons,10
120,dissolved sugar cubes,11
120,sank marbles,7
120,stuck to the wall baseballs,8
120,got stained white shirts,7
120,ate the seeds dogs,9
120,were green strawberries,8
120,broke sunglasses,12
120,blew away hats,7
120,froze bottles of hand soap,11
120,lit up flashlights,8
120,rhymed poems,12
120,rolled shopping carts,8
120,burnt books,15
121,were green bananas,8
121,burnt books,4
121,stuck stickers,11
121,exploded fireworks,14
121,rhymed songs,10
121,laughed kids,14
121,ran out of batteries phones,4
121,dissolved oreos,3
121,broke logs,8
121,rolled shopping carts,15
121,popped bubbles,15
121,landed flat coins,15
121,melted pencils,0
121,stuck to the wall baseballs,1
121,fell down card towers,15
121,reflected the sunlight mirrors,15
121,decomposed pinecones,10
121,stopped bicycles,15
121,blew away backpacks,2
121,honked bicyclists,11
121,lit up computers,6
121,exploded eggs,1
121,ripped books,12
121,had the letter Z in them love notes,6
121,sank cups,11
121,ate the seeds dogs,10
121,froze bottles of hand soap,0
121,beeped old cars,0
121,got stained white carpets,15
121,flashed phones,7
122,rhymed limericks,10
122,rolled wheelchairs,14
122,stuck to the wall pieces of gum,7
122,lit up flashlights,12
122,broke sunglasses,12
122,laughed lawyers,10
122,popped balloons,15
122,sank balloons,1
122,were green clovers,15
122,had the letter Z in them novels,15
122,stopped cars,15
122,landed flat pancakes,8
122,exploded gas tanks,15
122,froze bottles of hand soap,8
122,honked bus drivers,13
122,ripped books,15
122,ate the seeds birds,12
122,got stained white carpets,13
122,decomposed banana peels,10
122,blew away napkins,13
122,melted pencils,5
122,fell down block towers,15
122,burnt rocks,15
122,exploded eggs,10
122,dissolved sugar cubes,14
122,reflected the sunlight mirrors,13
122,flashed cameras,11
122,stuck sequins,13
122,beeped houses,8
122,ran out of batteries bike lights,15
123,froze berries,15
123,dissolved sugar cubes,15
123,laughed lawyers,3
123,rolled shopping carts,15
123,reflected the sunlight mirrors,15
123,honked bus drivers,15
123,rhymed limericks,15
123,lit up computers,15
123,flashed phones,11
123,ran out of batteries phones,14
123,exploded fireworks,14
123,ripped shirts,13
123,stopped motorcycles,15
123,burnt matches,15
123,exploded CDs,15
123,blew away backpacks,0
123,were green bananas,5
123,sank cups,6
123,had the letter Z in them novels,14
123,stuck to the wall pieces of gum,0
123,fell down shelves,2
123,ate the seeds birds,9
123,beeped new cars,3
123,decomposed banana peels,14
123,landed flat notebooks,15
123,got stained white tablecloths,15
123,stuck beads,9
123,broke logs,1
123,melted pencils,0
123,popped eggs,0
124,sank marbles,15
124,dissolved carrots,0
124,reflected the sunlight mirrors,15
124,ripped shoes,8
124,popped balloons,10
124,exploded candles,0
124,stopped motorcycles,15
124,blew away napkins,15
124,burnt rocks,0
124,had the letter Z in them love notes,8
124,were green bananas,11
124,broke sunglasses,15
124,exploded balls of tin foil,0
124,fell down shelves,7
124,rhymed songs,11
124,decomposed soda cans,0
124,melted pencils,0
124,beeped old cars,6
124,froze chocolate bars,15
124,rolled wheelchairs,15
124,lit up cd-players,14
124,stuck stickers,15
124,got stained white tablecloths,15
124,ran out of batteries laptops,14
124,flashed cameras,12
124,honked bicyclists,0
124,stuck to the wall cakes,4
124,laughed lawyers,1
124,landed flat notebooks,13
124,ate the seeds butterflies,15
125,broke boxes,11
125,laughed comedians,8
125,exploded CDs,13
125,rhymed songs,7
125,got stained white shirts,15
125,had the letter Z in them love notes,3
125,flashed cameras,13
125,ripped books,15
125,decomposed banana peels,15
125,fell down block towers,12
125,honked bus drivers,12
125,froze chocolate bars,15
125,stuck sequins,13
125,ran out of batteries phones,9
125,blew away backpacks,7
125,stuck to the wall baseballs,0
125,rolled toy cars,15
125,popped balloons,15
125,beeped new cars,5
125,were green clovers,15
125,reflected the sunlight phone screens,15
125,lit up flashlights,15
125,dissolved sugar cubes,15
125,landed flat notebooks,15
125,exploded gas tanks,15
125,ate the seeds dogs,11
125,stopped motorcycles,10
125,melted pencils,0
125,sank cups,15
125,burnt books,15
126,laughed kids,10
126,reflected the sunlight diamonds,15
126,burnt matches,15
126,rhymed limericks,15
126,honked taxi drivers,15
126,ripped books,15
126,broke boxes,15
126,fell down card towers,15
126,sank cups,3
126,lit up cd-players,15
126,popped balloons,15
126,exploded candles,0
126,had the letter Z in them novels,15
126,landed flat notebooks,15
126,exploded eggs,5
126,got stained white tablecloths,15
126,melted pencils,2
126,were green strawberries,1
126,dissolved oreos,15
126,stuck sequins,12
126,stopped cars,15
126,ran out of batteries laptops,15
126,stuck to the wall cakes,15
126,froze bottles of hand soap,0
126,beeped new cars,7
126,flashed phones,2
126,blew away backpacks,5
126,decomposed soda cans,0
126,ate the seeds butterflies,10
126,rolled wheelchairs,10
127,reflected the sunlight diamonds,15
127,exploded gas tanks,13
127,blew away hats,12
127,stuck to the wall pieces of gum,10
127,were green clovers,15
127,got stained white carpets,15
127,ripped books,15
127,fell down block towers,15
127,burnt matches,15
127,sank cups,3
127,broke logs,0
127,rhymed poems,7
127,landed flat notebooks,15
127,dissolved oreos,11
127,stuck stickers,15
127,beeped houses,0
127,melted pencils,0
127,decomposed banana peels,15
127,stopped bicycles,15
127,popped eggs,10
127,exploded eggs,15
127,ran out of batteries phones,3
127,had the letter Z in them birthday cards,1
127,flashed cameras,8
127,laughed kids,11
127,ate the seeds butterflies,12
127,lit up cd-players,15
127,honked bus drivers,4
127,rolled wheelchairs,15
127,froze bottles of hand soap,5
128,rolled toy cars,15
128,burnt books,15
128,stopped cars,15
128,melted crayons,15
128,lit up computers,15
128,froze berries,15
128,were green clovers,15
128,laughed lawyers,10
128,blew away hats,15
128,got stained white tablecloths,15
128,stuck stickers,15
128,stuck to the wall cakes,12
128,flashed webcams,0
128,ran out of batteries laptops,15
128,honked bicyclists,0
128,popped balloons,15
128,fell down card towers,15
128,ripped shoes,14
128,exploded fireworks,15
128,broke sunglasses,15
128,reflected the sunlight mirrors,15
128,exploded CDs,0
128,landed flat notebooks,15
128,sank cups,0
128,rhymed limericks,12
128,beeped houses,0
128,had the letter Z in them love notes,11
128,ate the seeds butterflies,9
128,decomposed pinecones,12
128,dissolved oreos,0
129,rhymed limericks,15
129,reflected the sunlight diamonds,15
129,stopped cars,15
129,froze berries,14
129,flashed cameras,0
129,got stained white shirts,14
129,landed flat coins,15
129,honked bus drivers,5
129,exploded fireworks,15
129,stuck sequins,15
129,broke boxes,15
129,dissolved sugar cubes,15
129,rolled toy cars,15
129,fell down shelves,5
129,decomposed pinecones,13
129,melted ice cubes,15
129,stuck to the wall baseballs,0
129,ripped shoes,11
129,had the letter Z in them love notes,4
129,blew away napkins,15
129,laughed kids,12
129,lit up computers,15
129,sank balloons,0
129,ate the seeds birds,12
129,popped eggs,11
129,exploded eggs,12
129,beeped new cars,7
129,ran out of batteries bike lights,10
129,were green strawberries,5
129,burnt books,15
130,fell down shelves,15
130,exploded eggs,15
130,rolled toy cars,15
130,stuck to the wall pieces of gum,15
130,blew away napkins,15
130,had the letter Z in them novels,15
130,ripped shirts,15
130,popped bubbles,15
130,honked bicyclists,8
130,sank marbles,15
130,decomposed soda cans,0
130,reflected the sunlight mirrors,15
130,were green clovers,14
130,lit up computers,14
130,dissolved oreos,15
130,broke sunglasses,15
130,flashed cameras,8
130,got stained white tablecloths,15
130,melted pencils,0
130,laughed kids,12
130,rhymed songs,15
130,ate the seeds dogs,8
130,exploded candles,0
130,ran out of batteries bike lights,15
130,beeped old cars,0
130,stuck stickers,15
130,stopped cars,15
130,landed flat pancakes,11
130,froze bottles of hand soap,15
130,burnt matches,15
131,stopped motorcycles,15
131,laughed kids,6
131,dissolved sugar cubes,15
131,rolled shopping carts,15
131,popped bubbles,15
131,were green clovers,15
131,lit up computers,15
131,melted ice cubes,15
131,rhymed poems,4
131,landed flat notebooks,8
131,stuck to the wall cakes,4
131,ran out of batteries phones,15
131,reflected the sunlight diamonds,15
131,got stained white carpets,15
131,stuck stickers,15
131,decomposed banana peels,15
131,froze chocolate bars,15
131,fell down block towers,11
131,flashed phones,3
131,burnt rocks,0
131,blew away napkins,15
131,ate the seeds dogs,5
131,ripped shoes,6
131,sank cups,5
131,had the letter Z in them birthday cards,1
131,exploded balls of tin foil,11
131,broke logs,5
131,honked bicyclists,1
131,exploded fireworks,15
131,beeped new cars,8
132,blew away napkins,15
132,dissolved oreos,3
132,exploded CDs,14
132,fell down shelves,12
132,ate the seeds birds,15
132,melted crayons,15
132,laughed comedians,4
132,lit up cd-players,15
132,flashed cameras,15
132,froze chocolate bars,15
132,sank marbles,15
132,rhymed limericks,4
132,landed flat pancakes,15
132,were green bananas,8
132,rolled toy cars,10
132,broke boxes,15
132,stopped motorcycles,15
132,got stained white shirts,14
132,exploded candles,0
132,honked bus drivers,11
132,ran out of batteries bike lights,15
132,burnt matches,15
132,had the letter Z in them novels,2
132,reflected the sunlight phone screens,15
132,ripped shirts,5
132,popped bubbles,15
132,decomposed banana peels,0
132,beeped old cars,4
132,stuck to the wall cakes,7
132,stuck beads,7
133,melted crayons,15
133,rhymed limericks,11
133,rolled wheelchairs,15
133,reflected the sunlight diamonds,15
133,popped eggs,9
133,blew away backpacks,4
133,lit up flashlights,4
133,exploded candles,0
133,honked bicyclists,1
133,were green bananas,4
133,got stained white carpets,15
133,had the letter Z in them birthday cards,3
133,laughed comedians,5
133,stuck to the wall pieces of gum,4
133,exploded eggs,11
133,stopped cars,14
133,ran out of batteries bike lights,14
133,burnt rocks,0
133,stuck sequins,12
133,decomposed pinecones,11
133,broke logs,4
133,landed flat notebooks,3
133,ate the seeds birds,5
133,ripped books,15
133,dissolved sugar cubes,15
133,sank balloons,0
133,froze bottles of hand soap,3
133,flashed cameras,8
133,fell down card towers,15
133,beeped new cars,11
134,melted ice cubes,15
134,rolled wheelchairs,15
134,broke sunglasses,15
134,stuck sequins,15
134,got stained white carpets,15
134,froze bottles of hand soap,15
134,popped bubbles,15
134,ate the seeds dogs,1
134,burnt books,15
134,fell down block towers,15
134,exploded eggs,12
134,stuck to the wall cakes,12
134,decomposed banana peels,15
134,had the letter Z in them love notes,0
134,rhymed poems,5
134,lit up cd-players,13
134,reflected the sunlight diamonds,15
134,landed flat notebooks,12
134,dissolved sugar cubes,15
134,sank marbles,15
134,were green bananas,5
134,flashed cameras,14
134,exploded fireworks,15
134,stopped motorcycles,15
134,blew away hats,14
134,laughed comedians,14
134,ripped shirts,13
134,ran out of batteries phones,5
134,honked bus drivers,10
134,beeped old cars,2
135,froze berries,15
135,exploded gas tanks,3
135,got stained white tablecloths,15
135,fell down shelves,4
135,rolled toy cars,15
135,stuck to the wall cakes,2
135,landed flat coins,15
135,burnt matches,15
135,blew away hats,10
135,stuck sequins,15
135,honked bicyclists,0
135,reflected the sunlight phone screens,10
135,dissolved oreos,12
135,were green strawberries,0
135,melted pencils,0
135,rhymed poems,8
135,ripped shirts,4
135,exploded CDs,4
135,ate the seeds butterflies,10
135,flashed cameras,8
135,lit up cd-players,14
135,beeped old cars,2
135,stopped cars,15
135,broke sunglasses,14
135,sank balloons,1
135,laughed lawyers,12
135,ran out of batteries bike lights,15
135,had the letter Z in them birthday cards,3
135,popped eggs,14
135,decomposed banana peels,15
136,sank balloons,15
136,laughed lawyers,15
136,reflected the sunlight diamonds,15
136,popped eggs,15
136,got stained white shirts,13
136,stuck to the wall pieces of gum,15
136,flashed cameras,15
136,ripped shirts,10
136,burnt books,15
136,dissolved sugar cubes,15
136,exploded candles,15
136,blew away backpacks,15
136,had the letter Z in them love notes,15
136,ran out of batteries laptops,15
136,exploded eggs,15
136,decomposed banana peels,15
136,broke boxes,15
136,honked taxi drivers,15
136,were green strawberries,15
136,landed flat pancakes,15
136,beeped houses,12
136,froze chocolate bars,8
136,fell down card towers,12
136,rolled toy cars,15
136,lit up computers,15
136,rhymed poems,11
136,stuck stickers,15
136,melted pencils,15
136,ate the seeds butterflies,15
136,stopped cars,15
137,ripped shoes,9
137,stuck to the wall pieces of gum,8
137,burnt books,15
137,laughed lawyers,11
137,exploded balls of tin foil,15
137,exploded gas tanks,15
137,honked bus drivers,11
137,reflected the sunlight diamonds,15
137,stopped bicycles,14
137,were green clovers,15
137,rolled wheelchairs,15
137,lit up flashlights,11
137,sank cups,10
137,popped bubbles,14
137,melted ice cubes,15
137,stuck stickers,14
137,ate the seeds dogs,10
137,landed flat notebooks,13
137,blew away hats,13
137,froze bottles of hand soap,15
137,dissolved carrots,0
137,fell down block towers,14
137,got stained white carpets,15
137,broke boxes,13
137,rhymed poems,13
137,ran out of batteries laptops,12
137,flashed cameras,13
137,had the letter Z in them love notes,2
137,decomposed pinecones,13
137,beeped houses,0
138,popped balloons,15
138,melted crayons,9
138,froze berries,15
138,dissolved carrots,0
138,exploded candles,0
138,fell down block towers,15
138,honked bus drivers,8
138,stopped motorcycles,15
138,ran out of batteries bike lights,15
138,exploded eggs,13
138,ate the seeds birds,15
138,landed flat coins,15
138,reflected the sunlight diamonds,15
138,sank balloons,0
138,had the letter Z in them love notes,10
138,rhymed limericks,12
138,laughed kids,7
138,rolled wheelchairs,15
138,lit up cd-players,15
138,burnt rocks,13
138,were green strawberries,2
138,blew away napkins,14
138,ripped shoes,15
138,stuck sequins,14
138,flashed phones,13
138,beeped old cars,14
138,got stained white carpets,15
138,broke logs,14
138,decomposed soda cans,0
138,stuck to the wall baseballs,0
139,rolled wheelchairs,15
139,popped bubbles,15
139,dissolved oreos,15
139,fell down shelves,8
139,flashed phones,8
139,honked taxi drivers,15
139,stuck to the wall pieces of gum,15
139,exploded candles,0
139,reflected the sunlight mirrors,15
139,stuck stickers,15
139,laughed comedians,8
