workerid,Item,response
238,ripped books,15
238,stuck to the wall baseballs,8
238,stopped motorcycles,15
238,exploded candles,4
238,sank balloons,0
238,lit up flashlights,15
238,ran out of batteries phones,15
238,got stained white shirts,15
238,were green bananas,4
238,stuck stickers,15
238,broke boxes,15
238,landed flat coins,15
238,dissolved oreos,10
238,beeped new cars,8
238,popped eggs,15
238,exploded balls of tin foil,8
238,laughed comedians,9
238,melted crayons,15
238,ate the seeds birds,15
238,flashed webcams,9
238,rhymed songs,8
238,froze berries,15
238,blew away hats,10
238,rolled wheelchairs,15
238,had the letter Z in them novels,6
238,fell down block towers,8
238,honked bicyclists,0
238,decomposed pinecones,15
238,burnt books,15
239,flashed webcams,15
239,decomposed pinecones,8
239,exploded gas tanks,14
239,beeped houses,0
239,broke logs,1
239,stuck to the wall cakes,0
239,got stained white tablecloths,15
239,landed flat coins,15
239,ripped books,13
239,exploded eggs,5
239,reflected the sunlight phone screens,10
239,melted ice cubes,15
239,dissolved oreos,12
239,froze chocolate bars,10
239,had the letter Z in them birthday cards,2
239,stuck beads,13
239,sank balloons,1
239,ran out of batteries laptops,9
239,burnt rocks,4
239,popped bubbles,15
239,blew away napkins,15
239,fell down shelves,9
239,laughed kids,15
239,ate the seeds dogs,13
239,honked bicyclists,11
239,rhymed limericks,10
239,were green clovers,15
239,stopped motorcycles,15
239,rolled wheelchairs,15
239,lit up cd-players,2
240,fell down card towers,0
240,stopped bicycles,5
240,dissolved oreos,15
240,exploded gas tanks,15
240,ripped shirts,8
240,got stained white tablecloths,15
240,decomposed pinecones,14
240,stuck to the wall pieces of gum,6
240,ran out of batteries bike lights,6
240,froze chocolate bars,15
240,blew away backpacks,5
240,had the letter Z in them birthday cards,2
240,melted ice cubes,15
240,beeped new cars,13
240,honked bus drivers,11
240,sank cups,10
240,ate the seeds birds,6
240,broke logs,2
240,rhymed poems,12
240,burnt books,14
240,stuck beads,15
240,laughed kids,12
240,rolled toy cars,15
240,popped eggs,15
240,lit up computers,7
240,were green bananas,5
240,reflected the sunlight diamonds,15
240,flashed cameras,12
240,landed flat pancakes,8
240,exploded eggs,12
241,stuck stickers,15
241,laughed lawyers,12
241,melted pencils,0
241,decomposed soda cans,0
241,beeped houses,0
241,stuck to the wall cakes,2
241,got stained white carpets,15
241,popped eggs,0
241,honked bicyclists,0
241,dissolved oreos,15
241,exploded fireworks,15
241,lit up cd-players,15
241,ripped books,15
241,stopped motorcycles,15
241,were green strawberries,0
241,landed flat coins,15
241,rolled shopping carts,15
241,burnt rocks,0
241,froze bottles of hand soap,15
241,sank marbles,15
241,reflected the sunlight diamonds,15
241,blew away hats,11
241,had the letter Z in them novels,15
241,exploded balls of tin foil,15
241,rhymed poems,15
241,ate the seeds butterflies,0
241,fell down card towers,15
241,flashed webcams,0
241,broke boxes,15
241,ran out of batteries bike lights,15
242,laughed lawyers,15
242,reflected the sunlight diamonds,15
242,got stained white shirts,15
242,blew away backpacks,4
242,melted ice cubes,15
242,beeped old cars,0
242,stopped cars,15
242,broke sunglasses,15
242,ate the seeds butterflies,15
242,exploded balls of tin foil,5
242,had the letter Z in them birthday cards,1
242,exploded gas tanks,3
242,decomposed pinecones,15
242,rolled shopping carts,15
242,were green bananas,0
242,honked bus drivers,13
242,lit up cd-players,15
242,ran out of batteries laptops,15
242,flashed cameras,15
242,landed flat coins,15
242,burnt rocks,0
242,sank marbles,15
242,froze bottles of hand soap,15
242,ripped shoes,15
242,stuck to the wall pieces of gum,0
242,stuck beads,15
242,fell down card towers,15
242,dissolved oreos,15
242,rhymed limericks,15
242,popped balloons,15
243,stuck beads,11
243,exploded candles,0
243,ran out of batteries phones,12
243,landed flat notebooks,15
243,stopped bicycles,13
243,froze bottles of hand soap,15
243,stuck to the wall pieces of gum,6
243,were green clovers,15
243,blew away napkins,15
243,honked bus drivers,13
243,laughed kids,10
243,got stained white tablecloths,15
243,broke logs,5
243,lit up computers,12
243,decomposed soda cans,5
243,had the letter Z in them love notes,3
243,beeped new cars,15
243,sank balloons,0
243,ate the seeds dogs,4
243,burnt rocks,0
243,exploded eggs,15
243,melted ice cubes,15
243,fell down card towers,15
243,rhymed limericks,11
243,ripped shoes,12
243,flashed cameras,8
243,popped bubbles,15
243,rolled toy cars,15
243,reflected the sunlight diamonds,15
243,dissolved oreos,13
244,dissolved carrots,9
244,ran out of batteries laptops,6
244,melted pencils,11
244,stuck to the wall baseballs,9
244,blew away hats,6
244,ate the seeds birds,10
244,rolled toy cars,8
244,fell down shelves,11
244,beeped new cars,6
244,exploded balls of tin foil,8
244,exploded candles,10
244,landed flat coins,5
244,reflected the sunlight mirrors,10
244,rhymed songs,9
244,broke sunglasses,10
244,lit up flashlights,7
244,were green clovers,11
244,popped eggs,10
244,froze berries,9
244,laughed kids,6
244,decomposed pinecones,10
244,burnt rocks,7
244,stuck stickers,11
244,sank marbles,9
244,honked bus drivers,5
244,ripped shirts,9
244,got stained white carpets,6
244,had the letter Z in them novels,11
244,stopped motorcycles,9
244,flashed cameras,5
245,got stained white tablecloths,14
245,stuck to the wall baseballs,0
245,froze berries,15
245,honked taxi drivers,14
245,fell down shelves,4
245,stuck beads,13
245,ran out of batteries phones,11
245,lit up flashlights,12
245,decomposed banana peels,15
245,ripped shirts,10
245,blew away backpacks,6
245,were green clovers,13
245,flashed phones,5
245,landed flat coins,8
245,sank balloons,1
245,popped eggs,10
245,stopped motorcycles,14
245,ate the seeds butterflies,13
245,laughed comedians,12
245,melted ice cubes,15
245,rhymed poems,10
245,rolled toy cars,11
245,reflected the sunlight mirrors,11
245,beeped old cars,5
245,dissolved oreos,14
245,burnt rocks,1
245,had the letter Z in them love notes,3
245,broke logs,8
245,exploded CDs,1
245,exploded gas tanks,12
246,were green bananas,10
246,honked bicyclists,0
246,had the letter Z in them love notes,3
246,blew away napkins,11
246,stopped cars,15
246,popped eggs,8
246,stuck to the wall pieces of gum,10
246,melted pencils,0
246,exploded candles,0
246,beeped new cars,15
246,rolled shopping carts,15
246,flashed webcams,0
246,sank balloons,0
246,exploded eggs,11
246,laughed lawyers,12
246,burnt rocks,0
246,ate the seeds birds,11
246,dissolved oreos,0
246,reflected the sunlight phone screens,15
246,decomposed banana peels,11
246,rhymed poems,15
246,ripped books,15
246,landed flat notebooks,12
246,stuck stickers,14
246,ran out of batteries bike lights,15
246,froze chocolate bars,15
246,fell down block towers,5
246,broke logs,0
246,got stained white shirts,15
246,lit up flashlights,15
247,fell down card towers,15
247,rhymed poems,7
247,rolled wheelchairs,15
247,popped eggs,12
247,flashed cameras,8
247,honked bus drivers,15
247,exploded eggs,15
247,beeped houses,4
247,ran out of batteries phones,15
247,lit up computers,15
247,stopped bicycles,15
247,froze berries,15
247,burnt matches,15
247,blew away napkins,15
247,got stained white carpets,15
247,reflected the sunlight diamonds,0
247,melted crayons,15
247,ate the seeds butterflies,8
247,ripped shoes,10
247,landed flat notebooks,14
247,broke logs,0
247,decomposed banana peels,15
247,exploded gas tanks,15
247,dissolved oreos,15
247,stuck beads,14
247,stuck to the wall cakes,8
247,laughed comedians,5
247,sank cups,0
247,were green clovers,15
247,had the letter Z in them novels,15
248,decomposed pinecones,4
248,rhymed limericks,6
248,landed flat notebooks,15
248,broke logs,0
248,rolled wheelchairs,15
248,ripped shoes,15
248,stopped cars,15
248,got stained white tablecloths,15
248,popped bubbles,15
248,ran out of batteries bike lights,15
248,exploded gas tanks,11
248,stuck beads,15
248,dissolved carrots,0
248,melted crayons,15
248,exploded balls of tin foil,0
248,fell down shelves,0
248,burnt books,15
248,had the letter Z in them birthday cards,1
248,blew away backpacks,0
248,sank cups,0
248,reflected the sunlight diamonds,15
248,stuck to the wall pieces of gum,4
248,laughed comedians,15
248,honked taxi drivers,15
248,were green clovers,15
248,froze bottles of hand soap,15
248,ate the seeds birds,15
248,flashed phones,15
248,beeped old cars,0
248,lit up flashlights,15
249,exploded CDs,15
249,ripped shoes,10
249,decomposed banana peels,15
249,landed flat notebooks,7
249,burnt matches,15
249,lit up computers,15
249,stopped bicycles,15
249,stuck to the wall pieces of gum,10
249,laughed kids,8
249,beeped new cars,14
249,dissolved oreos,14
249,rolled toy cars,12
249,honked bicyclists,12
249,had the letter Z in them novels,1
249,froze bottles of hand soap,13
249,broke sunglasses,14
249,flashed cameras,11
249,stuck sequins,14
249,exploded fireworks,13
249,blew away backpacks,6
249,melted crayons,12
249,were green bananas,2
249,fell down block towers,15
249,rhymed limericks,15
249,ran out of batteries phones,11
249,got stained white carpets,15
249,popped eggs,14
249,sank marbles,15
249,reflected the sunlight diamonds,15
249,ate the seeds birds,12
250,burnt matches,15
250,broke boxes,15
250,stuck beads,12
250,ripped shoes,12
250,landed flat notebooks,13
250,reflected the sunlight mirrors,15
250,honked taxi drivers,11
250,had the letter Z in them birthday cards,1
250,got stained white shirts,15
250,exploded balls of tin foil,15
250,flashed phones,6
250,sank balloons,0
250,rhymed songs,13
250,were green strawberries,4
250,stuck to the wall baseballs,0
250,stopped cars,15
250,lit up cd-players,14
250,ate the seeds birds,15
250,exploded gas tanks,15
250,beeped old cars,0
250,rolled toy cars,12
250,dissolved oreos,0
250,fell down shelves,11
250,decomposed banana peels,14
250,froze berries,15
250,ran out of batteries bike lights,3
250,melted crayons,15
250,popped balloons,15
250,laughed lawyers,13
250,blew away hats,12
251,flashed cameras,11
251,melted crayons,15
251,ran out of batteries bike lights,15
251,rhymed poems,8
251,beeped houses,0
251,popped bubbles,15
251,sank balloons,3
251,exploded balls of tin foil,13
251,blew away napkins,15
251,landed flat coins,15
251,ate the seeds dogs,0
251,exploded fireworks,15
251,honked bicyclists,11
251,broke boxes,15
251,decomposed soda cans,15
251,got stained white tablecloths,15
251,ripped shoes,15
251,had the letter Z in them birthday cards,4
251,fell down block towers,15
251,dissolved sugar cubes,15
251,burnt rocks,2
251,stuck to the wall cakes,4
251,lit up computers,15
251,laughed lawyers,10
251,stuck sequins,15
251,rolled wheelchairs,15
251,reflected the sunlight diamonds,15
251,were green clovers,15
251,froze chocolate bars,15
251,stopped motorcycles,10
252,fell down block towers,10
252,rolled shopping carts,15
252,beeped new cars,15
252,broke sunglasses,15
252,stuck beads,15
252,reflected the sunlight phone screens,15
252,blew away hats,12
252,landed flat coins,15
252,got stained white carpets,15
252,decomposed soda cans,0
252,ran out of batteries bike lights,15
252,popped balloons,15
252,stopped cars,15
252,froze berries,15
252,rhymed poems,15
252,were green strawberries,0
252,sank marbles,15
252,dissolved sugar cubes,15
252,honked taxi drivers,15
252,laughed kids,15
252,stuck to the wall pieces of gum,9
252,exploded gas tanks,15
252,exploded CDs,15
252,flashed phones,0
252,ate the seeds birds,15
252,burnt rocks,0
252,lit up flashlights,15
252,had the letter Z in them birthday cards,1
252,ripped shoes,15
252,melted pencils,0
253,rolled shopping carts,5
253,flashed phones,12
253,had the letter Z in them novels,15
253,froze chocolate bars,15
253,exploded candles,0
253,laughed comedians,7
253,blew away napkins,15
253,sank balloons,0
253,fell down block towers,15
253,ran out of batteries bike lights,6
253,honked bicyclists,4
253,reflected the sunlight phone screens,12
253,melted ice cubes,14
253,lit up computers,10
253,exploded eggs,5
253,dissolved oreos,10
253,burnt matches,15
253,landed flat coins,13
253,ripped shoes,5
253,decomposed banana peels,12
253,were green clovers,15
253,popped balloons,15
253,stopped motorcycles,14
253,got stained white carpets,15
253,ate the seeds dogs,13
253,stuck to the wall cakes,6
253,beeped houses,15
253,stuck sequins,11
253,broke boxes,15
253,rhymed limericks,9
254,burnt matches,15
254,fell down card towers,15
254,lit up flashlights,15
254,broke boxes,13
254,landed flat notebooks,10
254,flashed phones,12
254,popped eggs,6
254,got stained white tablecloths,15
254,rolled toy cars,13
254,had the letter Z in them love notes,2
254,ran out of batteries phones,8
254,dissolved oreos,9
254,froze berries,15
254,ate the seeds dogs,2
254,rhymed limericks,12
254,were green strawberries,2
254,laughed lawyers,4
254,honked bicyclists,0
254,stuck to the wall pieces of gum,2
254,sank balloons,0
254,reflected the sunlight diamonds,15
254,ripped shirts,9
254,decomposed soda cans,0
254,blew away backpacks,0
254,exploded balls of tin foil,15
254,beeped houses,0
254,stopped cars,15
254,melted ice cubes,15
254,stuck sequins,14
254,exploded fireworks,10
255,exploded balls of tin foil,5
255,rolled shopping carts,14
255,ripped shirts,10
255,rhymed songs,15
255,sank marbles,15
255,got stained white tablecloths,15
255,beeped new cars,9
255,melted pencils,0
255,broke boxes,15
255,popped eggs,15
255,honked bus drivers,7
255,laughed comedians,6
255,stopped motorcycles,15
255,flashed cameras,8
255,fell down block towers,15
255,burnt books,15
255,were green strawberries,4
255,exploded candles,0
255,dissolved carrots,0
255,froze berries,15
255,decomposed soda cans,0
255,stuck to the wall baseballs,0
255,blew away hats,9
255,stuck sequins,15
255,lit up cd-players,10
255,had the letter Z in them novels,15
255,ate the seeds birds,15
255,landed flat coins,15
255,reflected the sunlight phone screens,15
255,ran out of batteries laptops,15
256,got stained white shirts,10
256,ran out of batteries phones,7
256,landed flat pancakes,9
256,popped eggs,11
256,flashed webcams,8
256,rhymed limericks,4
256,fell down block towers,8
256,ate the seeds dogs,5
256,sank marbles,10
256,broke boxes,10
256,dissolved sugar cubes,8
256,burnt matches,6
256,stuck to the wall baseballs,10
256,had the letter Z in them novels,8
256,melted ice cubes,10
256,stuck sequins,10
256,blew away napkins,9
256,ripped shoes,7
256,decomposed pinecones,8
256,laughed lawyers,10
256,were green clovers,11
256,rolled shopping carts,9
256,froze bottles of hand soap,7
256,reflected the sunlight diamonds,6
256,stopped bicycles,8
256,exploded gas tanks,9
256,beeped houses,10
256,honked bus drivers,8
256,lit up cd-players,7
256,exploded eggs,8
257,were green strawberries,6
257,beeped old cars,0
257,froze bottles of hand soap,0
257,ate the seeds birds,15
257,ripped books,3
257,lit up flashlights,13
257,rhymed songs,8
257,rolled toy cars,10
257,sank balloons,0
257,got stained white carpets,15
257,reflected the sunlight mirrors,15
257,ran out of batteries laptops,12
257,honked bicyclists,8
257,decomposed soda cans,0
257,dissolved sugar cubes,15
257,stuck to the wall pieces of gum,1
257,stuck stickers,15
257,exploded fireworks,14
257,laughed kids,8
257,burnt rocks,0
257,exploded CDs,12
257,popped eggs,0
257,fell down card towers,15
257,stopped cars,15
257,flashed webcams,15
257,melted crayons,14
257,blew away backpacks,2
257,landed flat pancakes,7
257,had the letter Z in them novels,12
257,broke sunglasses,15
258,exploded CDs,6
258,were green clovers,9
258,landed flat notebooks,4
258,stopped bicycles,6
258,got stained white tablecloths,10
258,rolled toy cars,6
258,stuck stickers,11
258,stuck to the wall pieces of gum,8
258,ate the seeds dogs,4
258,rhymed poems,6
258,broke sunglasses,11
258,ran out of batteries laptops,8
258,reflected the sunlight mirrors,6
258,melted ice cubes,9
258,dissolved sugar cubes,6
258,ripped books,5
258,had the letter Z in them love notes,6
258,sank balloons,12
258,blew away hats,7
258,exploded gas tanks,4
258,lit up computers,7
258,decomposed banana peels,8
258,honked taxi drivers,5
258,popped bubbles,9
258,froze berries,9
258,fell down block towers,9
258,laughed lawyers,9
258,burnt rocks,6
258,beeped houses,8
258,flashed phones,6
259,ran out of batteries bike lights,11
259,had the letter Z in them birthday cards,0
259,burnt rocks,4
259,sank cups,9
259,were green clovers,15
259,rolled shopping carts,15
259,broke boxes,15
259,blew away backpacks,4
259,decomposed banana peels,15
259,froze chocolate bars,15
259,honked bicyclists,9
259,fell down block towers,15
259,ate the seeds butterflies,1
259,popped bubbles,15
259,dissolved oreos,10
259,rhymed limericks,14
259,ripped shirts,12
259,stuck stickers,10
259,beeped houses,5
259,flashed phones,11
259,melted crayons,15
259,landed flat coins,15
259,exploded gas tanks,15
259,stopped motorcycles,15
259,reflected the sunlight phone screens,15
259,laughed kids,9
259,lit up flashlights,11
259,exploded eggs,5
259,stuck to the wall cakes,3
259,got stained white carpets,15
260,lit up flashlights,15
260,sank cups,3
260,reflected the sunlight phone screens,15
260,had the letter Z in them birthday cards,2
260,broke boxes,5
260,honked bus drivers,1
260,got stained white shirts,15
260,stuck beads,12
260,froze chocolate bars,15
260,ran out of batteries phones,0
260,flashed webcams,0
260,popped balloons,15
260,laughed comedians,9
260,blew away backpacks,0
260,exploded fireworks,15
260,rolled wheelchairs,15
260,ripped shoes,6
260,ate the seeds butterflies,0
260,stuck to the wall cakes,4
260,melted ice cubes,15
260,landed flat coins,15
260,exploded CDs,0
260,stopped bicycles,15
260,burnt rocks,0
260,beeped old cars,0
260,fell down block towers,15
260,were green bananas,5
260,dissolved carrots,0
260,rhymed limericks,15
260,decomposed soda cans,0
261,honked bus drivers,15
261,laughed comedians,9
261,melted pencils,0
261,exploded eggs,0
261,were green clovers,15
261,fell down card towers,15
261,stuck stickers,15
261,beeped new cars,0
261,ran out of batteries phones,3
261,exploded candles,0
261,got stained white carpets,15
261,ripped shoes,3
261,rolled shopping carts,15
261,broke sunglasses,15
261,stuck to the wall pieces of gum,0
261,popped bubbles,15
261,lit up cd-players,15
261,reflected the sunlight mirrors,15
261,stopped cars,15
261,flashed cameras,8
261,sank balloons,0
261,decomposed banana peels,15
261,dissolved carrots,0
261,froze bottles of hand soap,15
261,blew away napkins,15
261,burnt rocks,15
261,landed flat coins,13
261,had the letter Z in them birthday cards,1
261,ate the seeds birds,15
261,rhymed songs,15
262,exploded eggs,4
262,stopped bicycles,15
262,sank balloons,0
262,fell down block towers,7
262,stuck stickers,13
262,burnt matches,15
262,decomposed soda cans,0
262,had the letter Z in them birthday cards,2
262,froze berries,15
262,blew away hats,9
262,flashed phones,10
262,exploded fireworks,14
262,broke sunglasses,14
262,ripped shoes,12
262,stuck to the wall pieces of gum,5
262,dissolved carrots,0
262,ate the seeds dogs,3
262,rolled toy cars,15
262,reflected the sunlight diamonds,15
262,laughed lawyers,11
262,rhymed poems,9
262,got stained white shirts,13
262,popped eggs,12
262,landed flat notebooks,9
262,lit up cd-players,14
262,beeped new cars,4
262,ran out of batteries laptops,10
262,were green bananas,5
262,honked bus drivers,5
262,melted pencils,0
263,burnt rocks,0
263,sank marbles,15
263,dissolved oreos,15
263,ran out of batteries bike lights,15
263,got stained white shirts,15
263,laughed kids,8
263,were green strawberries,3
263,rolled toy cars,15
263,fell down block towers,15
263,rhymed limericks,15
263,flashed webcams,8
263,stuck stickers,15
263,exploded fireworks,12
263,broke logs,10
263,stopped motorcycles,15
263,honked bus drivers,6
263,exploded CDs,15
263,reflected the sunlight diamonds,15
263,landed flat pancakes,8
263,beeped old cars,0
263,popped bubbles,15
263,froze bottles of hand soap,0
263,ripped shirts,8
263,had the letter Z in them novels,15
263,blew away napkins,10
263,melted pencils,0
263,lit up computers,15
263,decomposed soda cans,0
263,ate the seeds dogs,3
263,stuck to the wall baseballs,0
264,burnt rocks,15
264,exploded gas tanks,15
264,froze bottles of hand soap,15
264,blew away napkins,15
264,melted ice cubes,15
264,ate the seeds dogs,2
264,laughed comedians,9
264,exploded eggs,15
264,stopped motorcycles,15
264,sank balloons,0
264,dissolved sugar cubes,15
264,popped eggs,15
264,had the letter Z in them birthday cards,5
264,beeped old cars,0
264,stuck to the wall cakes,0
264,ripped shirts,15
264,landed flat notebooks,15
264,decomposed soda cans,1
264,fell down shelves,15
264,got stained white shirts,15
264,were green clovers,15
264,broke sunglasses,15
264,rolled wheelchairs,15
264,flashed cameras,15
264,lit up cd-players,15
264,reflected the sunlight phone screens,15
264,stuck stickers,15
264,ran out of batteries phones,11
264,honked bus drivers,12
264,rhymed songs,12
265,had the letter Z in them novels,1
265,landed flat notebooks,15
265,rolled wheelchairs,15
265,exploded CDs,0
265,lit up computers,15
265,beeped new cars,15
265,reflected the sunlight mirrors,15
265,stuck beads,11
265,blew away napkins,15
265,rhymed limericks,15
265,stuck to the wall baseballs,0
265,got stained white shirts,15
265,dissolved carrots,0
265,broke logs,4
265,ripped shoes,8
265,exploded gas tanks,15
265,stopped motorcycles,15
265,flashed cameras,3
265,popped bubbles,15
265,ate the seeds birds,15
265,ran out of batteries bike lights,10
265,sank cups,8
265,were green strawberries,4
265,decomposed soda cans,0
265,melted ice cubes,15
265,froze chocolate bars,15
265,honked bus drivers,12
265,fell down shelves,0
265,burnt books,15
265,laughed lawyers,5
266,exploded CDs,6
266,flashed cameras,4
266,burnt rocks,8
266,rolled wheelchairs,14
266,popped eggs,2
266,dissolved sugar cubes,11
266,rhymed songs,8
266,fell down card towers,14
266,honked bicyclists,1
266,decomposed pinecones,13
266,were green bananas,8
266,ran out of batteries phones,2
266,had the letter Z in them novels,14
266,sank balloons,2
266,ate the seeds butterflies,5
266,reflected the sunlight mirrors,15
266,froze berries,15
266,stuck stickers,15
266,stopped cars,15
266,stuck to the wall pieces of gum,2
266,beeped old cars,1
266,landed flat coins,15
266,lit up flashlights,13
266,exploded candles,0
266,broke boxes,14
266,melted crayons,13
266,laughed lawyers,11
266,blew away hats,11
266,ripped shirts,14
266,got stained white carpets,15
267,froze berries,10
267,ate the seeds birds,7
267,ripped shoes,4
267,blew away napkins,7
267,dissolved sugar cubes,10
267,lit up computers,11
267,rolled toy cars,12
267,had the letter Z in them love notes,9
267,landed flat pancakes,11
267,sank marbles,10
267,flashed phones,13
267,broke boxes,8
267,got stained white tablecloths,5
267,fell down shelves,11
267,exploded CDs,9
267,burnt rocks,12
267,beeped new cars,6
267,were green bananas,5
267,rhymed limericks,10
267,exploded candles,8
267,decomposed pinecones,12
267,ran out of batteries phones,5
267,honked taxi drivers,10
267,stuck sequins,11
267,melted ice cubes,8
267,laughed kids,5
267,popped balloons,5
267,stuck to the wall pieces of gum,9
267,reflected the sunlight mirrors,11
267,stopped cars,10
268,laughed comedians,10
268,were green clovers,15
268,froze berries,15
268,flashed webcams,6
268,stuck sequins,13
268,burnt matches,15
268,fell down card towers,15
268,stuck to the wall pieces of gum,5
268,rhymed songs,13
268,had the letter Z in them love notes,5
268,exploded fireworks,14
268,broke logs,0
268,decomposed banana peels,15
268,popped bubbles,15
268,sank marbles,15
268,ran out of batteries bike lights,13
268,landed flat pancakes,11
268,stopped bicycles,15
268,blew away napkins,13
268,reflected the sunlight phone screens,0
268,melted crayons,15
268,exploded balls of tin foil,0
268,got stained white tablecloths,15
268,beeped houses,0
268,dissolved oreos,0
268,honked bus drivers,5
268,rolled shopping carts,15
268,lit up cd-players,15
268,ate the seeds birds,11
268,ripped shirts,4
269,had the letter Z in them novels,1
269,popped balloons,14
269,beeped new cars,15
269,honked bicyclists,0
269,fell down block towers,0
269,got stained white shirts,15
269,flashed phones,15
269,broke sunglasses,15
269,ripped shirts,15
269,were green bananas,3
269,exploded eggs,15
269,ran out of batteries bike lights,13
269,stopped motorcycles,15
269,reflected the sunlight diamonds,15
269,decomposed banana peels,15
269,rolled toy cars,12
269,ate the seeds birds,15
269,stuck beads,15
269,dissolved sugar cubes,15
269,rhymed songs,8
269,blew away hats,12
269,stuck to the wall cakes,15
269,lit up computers,15
269,burnt rocks,14
269,sank balloons,0
269,exploded fireworks,13
269,froze berries,15
269,melted crayons,15
269,laughed kids,13
269,landed flat pancakes,15
270,burnt books,15
270,sank cups,12
270,dissolved carrots,2
270,honked bicyclists,8
270,ripped shoes,12
270,reflected the sunlight phone screens,7
270,were green bananas,5
270,had the letter Z in them novels,3
270,broke sunglasses,11
270,landed flat pancakes,8
270,decomposed soda cans,0
270,popped eggs,10
270,rolled toy cars,15
270,ate the seeds dogs,0
270,ran out of batteries bike lights,15
270,fell down shelves,3
270,laughed kids,11
270,froze bottles of hand soap,15
270,melted pencils,0
270,exploded fireworks,14
270,stuck stickers,15
270,got stained white tablecloths,15
270,rhymed songs,15
270,blew away napkins,15
270,exploded balls of tin foil,11
270,stuck to the wall baseballs,0
270,flashed cameras,10
270,stopped motorcycles,15
270,lit up computers,15
270,beeped new cars,4
271,sank marbles,15
271,lit up flashlights,11
271,honked taxi drivers,5
271,broke logs,5
271,burnt matches,10
271,fell down card towers,12
271,ran out of batteries bike lights,6
271,beeped old cars,10
271,popped eggs,11
271,dissolved oreos,11
271,ripped shoes,5
271,reflected the sunlight diamonds,15
271,flashed phones,15
271,exploded fireworks,13
271,ate the seeds dogs,12
271,blew away hats,11
271,were green clovers,6
271,stuck to the wall pieces of gum,9
271,decomposed banana peels,11
271,exploded balls of tin foil,12
271,got stained white shirts,10
271,landed flat coins,12
271,rolled toy cars,9
271,froze chocolate bars,5
271,laughed lawyers,8
271,had the letter Z in them love notes,12
271,stuck sequins,5
271,melted pencils,4
271,rhymed limericks,5
271,stopped motorcycles,7
272,sank balloons,0
272,ran out of batteries bike lights,0
272,rolled shopping carts,15
272,had the letter Z in them birthday cards,1
272,exploded CDs,15
272,decomposed banana peels,15
272,stopped bicycles,15
272,exploded fireworks,14
272,got stained white tablecloths,15
272,froze bottles of hand soap,15
272,popped bubbles,15
272,stuck sequins,15
272,stuck to the wall pieces of gum,13
272,were green clovers,15
272,ripped shoes,15
272,melted ice cubes,15
272,fell down block towers,15
272,dissolved sugar cubes,15
272,ate the seeds butterflies,0
272,burnt matches,15
272,reflected the sunlight diamonds,15
272,rhymed songs,10
272,landed flat pancakes,15
272,broke boxes,15
272,laughed lawyers,14
272,beeped new cars,15
272,blew away hats,15
272,lit up cd-players,15
272,honked taxi drivers,15
272,flashed webcams,15
273,stopped motorcycles,15
273,landed flat notebooks,13
273,were green clovers,15
273,decomposed banana peels,15
273,sank balloons,0
273,popped bubbles,15
273,burnt matches,15
273,stuck to the wall pieces of gum,6
273,blew away backpacks,2
273,rolled shopping carts,15
273,dissolved carrots,0
273,ran out of batteries bike lights,8
273,had the letter Z in them love notes,3
273,fell down card towers,15
273,lit up flashlights,12
273,melted pencils,0
273,ripped shoes,15
273,exploded gas tanks,15
273,flashed phones,9
273,honked bus drivers,10
273,laughed kids,11
273,rhymed songs,14
273,beeped new cars,13
273,ate the seeds birds,12
273,reflected the sunlight phone screens,15
273,broke sunglasses,15
273,exploded CDs,11
273,stuck stickers,15
273,froze bottles of hand soap,15
273,got stained white tablecloths,15
274,stuck to the wall pieces of gum,9
274,ran out of batteries phones,8
274,rhymed songs,8
274,popped eggs,6
274,ate the seeds butterflies,15
274,froze bottles of hand soap,0
274,dissolved sugar cubes,15
274,exploded CDs,15
274,exploded fireworks,15
274,broke sunglasses,15
274,had the letter Z in them birthday cards,1
274,rolled wheelchairs,15
274,sank balloons,0
274,beeped new cars,15
274,honked taxi drivers,13
274,stopped cars,15
274,stuck sequins,15
274,blew away hats,8
274,laughed comedians,8
274,fell down shelves,2
274,flashed webcams,15
274,ripped books,12
274,landed flat pancakes,13
274,were green clovers,15
274,burnt books,15
274,got stained white carpets,15
274,melted pencils,4
274,reflected the sunlight diamonds,15
274,decomposed pinecones,8
274,lit up computers,15
275,got stained white tablecloths,15
275,honked taxi drivers,2
275,blew away backpacks,0
275,melted ice cubes,15
275,landed flat notebooks,15
275,flashed cameras,15
275,stopped bicycles,0
275,had the letter Z in them novels,15
275,exploded eggs,0
275,beeped new cars,2
275,dissolved sugar cubes,15
275,popped bubbles,15
275,were green bananas,5
275,ran out of batteries phones,10
275,broke sunglasses,15
275,rhymed limericks,15
275,stuck stickers,15
275,sank marbles,15
275,exploded fireworks,15
275,lit up flashlights,10
275,laughed comedians,8
275,burnt books,15
275,fell down card towers,15
275,reflected the sunlight diamonds,15
275,stuck to the wall baseballs,0
275,rolled shopping carts,15
275,ripped shirts,12
275,froze bottles of hand soap,15
275,ate the seeds birds,15
275,decomposed pinecones,15
276,rhymed poems,12
276,melted crayons,15
276,decomposed soda cans,0
276,had the letter Z in them novels,15
276,flashed webcams,15
276,landed flat notebooks,15
276,sank balloons,0
276,broke logs,15
276,laughed comedians,11
276,lit up computers,15
276,beeped houses,0
276,ripped books,15
276,honked taxi drivers,13
276,froze chocolate bars,15
276,ate the seeds dogs,15
276,stopped bicycles,15
